1292052,1123543,5,不需要女主角的好电影
1292052,1289463,5,恐惧让你沦为囚犯希望让你重获自由肖申克的救赎
1292052,1874375,5,这是一部男人必看的电影人人都这么说但单纯从性别区分就会让这电影变狭隘肖申克的救赎突破了男人电影的局限通篇几乎充满令人难以置信的温馨基调而电影里最伟大的主题是希望 当我们无奈地遇到了如同肖申克一般囚禁了心灵自由的那种囹圄我们是无奈的老布鲁克灰心的瑞德还是智慧的安迪运用智慧信任希望并且勇敢面对恐惧心理去打败它 经典的电影之所以经典因为他们都在做同一件事让你从不同的角度来欣赏希望的美好
1292052,1684198,5,策划了年的私奔
1292052,1182135,5,关于希望最强有力的注释
1292052,1423569,5,有种鸟是关不住的
1292052,1074067,5,超级喜欢超级喜欢不看的话人生不圆满
1292052,1005928,5, 
1292052,3410472,5,这样的男人谁会舍得背叛
1292052,15133636,4, 
1292052,1067216,5,一部没有爱情与美女的电影却光芒四射
1292052,1311269,5,没有人会不喜欢吧书和电影都好
1292052,1030253,5,因为年台湾引进了一部比较卖座的老片 被错译成了刺激到了年本片上映时片商觉得其剧情与刺激有类似的地方大概都属于高智商的复仇因此被译成了刺激年又有一部片子 因为含有牢狱情节被译成刺激 说起来自打高一时看过肖申克的救赎男主角安迪的精神就持续影响着我成为我价值观的一部分那种持续不断给有关机构写信申请图书馆的精神那种拒绝忙着活忙着死的人生的精神那种迫不得已作恶却良心不泯正义终彰的精神那种享受生命中每一刻微小的美好的精神那种在困境中梦想着远方有一小块属于自己乐土的精神那种甘于平凡且活得自在的精神一言以蔽之那种属于人性的光辉的精神
1292052,63688511,5,你知道有些鸟儿是注定不会被关在牢笼里的它们的每一片羽毛都闪耀着自由的光辉 一部经得起时间检验的电影豆瓣时光网各大电影网站都排名第一的电影
1292052,104118815,4,不愧是好莱坞大片一环扣一环没想到最后不但逃生生天还偷偷把典狱长的贪污转移了出来证据也送达了出去帮助了曾经关心过自己的人情节安排的巧妙演员演绎的也好是美国的有爱国情节的我给打四分
